S? l??ng hóa ??n,S? khách,Doanh s?,Doanh thu,Gi?m giá món,Gi?m giá hóa ??n,Gi?m giá thành viên,VAT,Ph? phí,Mã c?a hàng,Tên c?a hàng,Ngày
70,522,97866600,93609325,3288140,582010,387125,0,0,6,ICool Bình Phú,20/04/2019
107,633,143445600,140231195,1370700,1352010,491695,0,0,7,ICool D??ng Bá Tr?c,20/04/2019
41,203,47796200,44004430,2606400,1185370,0,0,0,9,ICool Nguy?n S?n,20/04/2019
106,612,141875500,138124220,3067000,515580,168700,490320,0,1,ICool Ung V?n Khiêm,21/04/2019
69,465,83811200,79485160,2184600,2141440,0,0,0,10,ICool Thành Thái,21/04/2019
34,194,23509100,23134060,348000,0,27040,0,0,11,ICool Nguy?n Trãi,21/04/2019
21,113,14708200,11311600,3396600,0,0,0,0,12,ICool M?c ?ính Chi,21/04/2019
21,101,14203200,13812815,290000,23180,77205,0,0,13,ICool Tr?n Bình Tr?ng,21/04/2019
32,179,27905400,27210035,153000,410460,131905,320870,0,14,ICOOL Cách M?ng Tháng 8,21/04/2019
26,128,22135400,21489160,403000,243240,0,0,0,16,ICool D? Nam,21/04/2019
13,52,9350500,9350500,0,0,0,0,0,17,ICool Hàn Châu,21/04/2019
63,401,83006100,79382325,2863000,475700,285075,245670,200000,18,ICool Tr?n Não,21/04/2019
30,161,21132900,21132900,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,21/04/2019
36,208,30304600,29829600,87000,388000,0,0,0,22,ICool ??ng ?en,21/04/2019
19,61,11950350,11079350,871000,0,0,0,0,23,ICool Phan Chu Trinh,21/04/2019
77,438,94068700,90417555,1982000,1539730,129415,0,0,4,ICool Xô Vi?t Ngh? T?nh,21/04/2019
49,306,52524200,49057109,2970256,136600,360235,0,0,5,ICool Tô Ký,21/04/2019
61,433,73450900,68273250,"3,495,999,999",1600000,81650,0,100000,6,ICool Bình Phú,21/04/2019
73,499,110901300,108666300,320000,1542400,372600,0,0,7,ICool D??ng Bá Tr?c,21/04/2019
37,199,46109700,43164590,1960600,984510,0,0,0,9,ICool Nguy?n S?n,21/04/2019
67,383,85586702,81892252,2557000,996100,141350,0,0,1,ICool Ung V?n Khiêm,22/04/2019
61,349,64853200,62349190,1132000,1372010,0,325110,0,10,ICool Thành Thái,22/04/2019
22,109,12539400,12410970,0,128430,0,0,0,11,ICool Nguy?n Trãi,22/04/2019
8,38,5627500,4287250,1340250,0,0,0,0,12,ICool M?c ?ính Chi,22/04/2019
9,53,8312700,8312700,0,0,0,0,0,13,ICool Tr?n Bình Tr?ng,22/04/2019
26,140,22089400,21757250,0,250850,81300,0,0,14,ICOOL Cách M?ng Tháng 8,22/04/2019
9,41,4960800,4913720,0,47080,0,0,0,16,ICool D? Nam,22/04/2019
10,38,4885500,4855900,0,29600,0,0,0,17,ICool Hàn Châu,22/04/2019
52,331,84392700,80167635,3727000,282810,215255,2401770,200000,18,ICool Tr?n Não,22/04/2019
30,151,18674200,17901340,228000,222860,322000,0,100000,19,ICool Nguy?n Tri Ph??ng,22/04/2019
11,49,7568800,7568800,0,0,0,0,0,22,ICool ??ng ?en,22/04/2019
13,50,10097350,9903650,193700,0,0,0,0,23,ICool Phan Chu Trinh,22/04/2019
32,166,28789500,26729775,"3,765,999,999",1600000,83125,0,0,4,ICool Xô Vi?t Ngh? T?nh,22/04/2019
22,161,27302300,26094357,1103247,104696,0,0,0,5,ICool Tô Ký,22/04/2019
39,289,54602800,52866840,1529700,0,206260,0,0,6,ICool Bình Phú,22/04/2019
43,240,55298501,53949826,"4,819,999,999",646075,220600,134000,0,7,ICool D??ng Bá Tr?c,22/04/2019
18,72,17507800,16663600,644200,200000,0,0,0,9,ICool Nguy?n S?n,22/04/2019
75,506,118815871,112303401,4272000,2092110,148360,438180,0,1,ICool Ung V?n Khiêm,23/04/2019
58,354,65350500,63014400,1137230,1198870,0,0,0,10,ICool Thành Thái,23/04/2019
25,102,11229000,10970620,249000,0,9380,0,0,11,ICool Nguy?n Trãi,23/04/2019
11,58,7425500,6232300,1193200,0,0,0,0,12,ICool M?c ?ính Chi,23/04/2019
20,93,14048900,13668020,0,311800,69080,0,0,13,ICool Tr?n Bình Tr?ng,23/04/2019
30,178,32057900,30821090,470365,536030,230415,694970,0,14,ICOOL Cách M?ng Tháng 8,23/04/2019
15,72,11068000,10509170,119000,439830,0,0,0,16,ICool D? Nam,23/04/2019
18,76,13481900,12827420,364700,289780,0,0,0,17,ICool Hàn Châu,23/04/2019
